display_title,docdt,url,pdfurl
Kenya - Youth Empowerment Program Project,2009-08-21T04:00:00Z,http://documents.worldbank.org/curated/en/789541468278365303,http://documents.worldbank.org/curated/en/789541468278365303/pdf/PID1Concept0Stage0Aug02102009.pdf
Kenya - Additional Financing for the Education Sector Support Program Project for Basic Education Enhancement : indigenous peoples plan : Vulnerable/marginalized groups planning framework,2009-08-01T04:00:00Z,http://documents.worldbank.org/curated/en/679031468273042503,http://documents.worldbank.org/curated/en/679031468273042503/pdf/IPP3730P110437101PUBLIC101Untitled1.pdf
,,,
Kenya - Adaptation to Climate Change in Arid and Semi Arid Lands (KAACCAL) Project : indigenous peoples policy framework (Vol. 1 of 2),2009-08-01T04:00:00Z,http://documents.worldbank.org/curated/en/581631468271844648,http://documents.worldbank.org/curated/en/581631468271844648/pdf/IPP3770P0919791IC10AFR1IPP1P091979.pdf
Financing Agreement for Credit 4592-KE Conformed,2009-07-06T04:00:00Z,http://documents.worldbank.org/curated/en/799621468277506545,http://documents.worldbank.org/curated/en/799621468277506545/pdf/Conformed0KAPAPP0Financing0Agreement0.pdf
Kenya - Lake Turkana Wind Project : environmental assessment (Vol. 1 of 6) : Environmental and social impact assessment study report,2009-07-01T04:00:00Z,http://documents.worldbank.org/curated/en/149151468272057129,http://documents.worldbank.org/curated/en/149151468272057129/pdf/E29100v10EA0P10pdated0Windfarm0ESIA.pdf
Kenya - Agricultural Carbon Project,2009-06-30T04:00:00Z,http://documents.worldbank.org/curated/en/905731468273045913,http://documents.worldbank.org/curated/en/905731468273045913/pdf/493580ISDS0P1077980Box341953B01PUBLIC1.pdf
Official Documents- Amendment to the Financing Agreement for Credit 3992-KE,2009-06-30T04:00:00Z,http://documents.worldbank.org/curated/en/245731468049800748,http://documents.worldbank.org/curated/en/245731468049800748/pdf/RAD871201743.pdf
Kenya - Agricultural Carbon Project,2009-06-30T04:00:00Z,http://documents.worldbank.org/curated/en/579441468047097606,http://documents.worldbank.org/curated/en/579441468047097606/pdf/493570PID0P1077980Box341953B01PUBLIC1.pdf
"Announcement of World Bank Approves Eighty-Two Million US Dollars for Kenya’s Agricultural Productivity and Agribusiness Project on June 11, 2009",2009-06-11T04:00:00Z,http://documents.worldbank.org/curated/en/721201637068091771,http://documents.worldbank.org/curated/en/721201637068091771/pdf/Announcement-of-World-Bank-Approves-Eighty-Two-Million-US-Dollars-for-Kenya-s-Agricultural-Productivity-and-Agribusiness-Project-on-June-11-2009.pdf
Kenya - Agricultural Productivity and Agribusiness Project,2009-05-15T04:00:00Z,http://documents.worldbank.org/curated/en/570831468271849898,http://documents.worldbank.org/curated/en/570831468271849898/pdf/474940PAD0P109101Official0Use0Only1.pdf
Kenya - Natural Resource Management Project : procurement plan,2009-05-15T04:00:00Z,http://documents.worldbank.org/curated/en/633931468047724993,http://documents.worldbank.org/curated/en/633931468047724993/pdf/487070PROP0P0910PLANS0MAY01501Final.pdf
Financing Agreement for Credit 4553-KE Conformed,2009-05-08T04:00:00Z,http://documents.worldbank.org/curated/en/784571468041637032,http://documents.worldbank.org/curated/en/784571468041637032/pdf/Conformed0FA.pdf
,,,
"Project Agreement Amending and Restating Credit Agreement, C4572-KE - KPLCL Conformed",2009-05-08T04:00:00Z,http://documents.worldbank.org/curated/en/437421468277506837,http://documents.worldbank.org/curated/en/437421468277506837/pdf/KPLC0Project0Agreement001Conf-1.pdf
Financing Agreement Amending and Restating Credit Agreement C4571-KE Conformed,2009-05-08T04:00:00Z,http://documents.worldbank.org/curated/en/850931468048829358,http://documents.worldbank.org/curated/en/850931468048829358/pdf/NTCIP0Additional0FA01Conf-1.pdf
"Financing Agreement Amending and Restating Credit Agreement, C4572-KE Conformed",2009-05-08T04:00:00Z,http://documents.worldbank.org/curated/en/992281468273343662,http://documents.worldbank.org/curated/en/992281468273343662/pdf/FA01Conf11.pdf
"Project Agreement Amending and Restating Credit Agreement, C4572-KE - KEGCL Conformed",2009-05-08T04:00:00Z,http://documents.worldbank.org/curated/en/852761468048553887,http://documents.worldbank.org/curated/en/852761468048553887/pdf/Cr00KenGen00Agreement01Conf-1.pdf
"Project Agreement Amending and Restating Project Agreement, C4571-KE- KAA Conformed",2009-05-08T04:00:00Z,http://documents.worldbank.org/curated/en/319991468284390723,http://documents.worldbank.org/curated/en/319991468284390723/pdf/NTCIP0KAA0Project0Agreement01Conf-1.pdf
"Abolishing school fees in Africa : lessons from Ethiopia, Ghana, Kenya, Malawi, and Mozambique",2009-05-06T04:00:00Z,http://documents.worldbank.org/curated/en/780521468250868445,http://documents.worldbank.org/curated/en/780521468250868445/pdf/482370PUB0AFR0101OFFICIAL0USE0ONLY1.pdf
Developing a credit reporting framework in Kenya,2009-05-06T04:00:00Z,http://documents.worldbank.org/curated/en/970991468283731572,http://documents.worldbank.org/curated/en/970991468283731572/pdf/486870BRIEF0IF10Reporting0Framework.pdf
Kenya - Nairobi Water And Sewerage Institutional Restructuring Project,2009-05-04T04:00:00Z,http://documents.worldbank.org/curated/en/704071475114804559,http://documents.worldbank.org/curated/en/704071475114804559/pdf/000020051-20140619091106.pdf
"Improving water utility services through delegated management :  lessons from the utility and small-scale providers in Kisumu, Kenya",2009-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/754541468273656513,http://documents.worldbank.org/curated/en/754541468273656513/pdf/488810WP0Kenya10Box338932B01PUBLIC1.pdf
Kenya - Agricultural Productivity and Agribusiness Project : indigenous peoples planning framework,2009-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/569211468090546227,http://documents.worldbank.org/curated/en/569211468090546227/pdf/IPP3490Revised1P1IPPF1final1version.pdf
,,,
Kenya - Agricultural Productivity and Agribusiness Project : environmental assessment (Vol. 1 of 2) : Environmental and social management framework,2009-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/461601468273277435,http://documents.worldbank.org/curated/en/461601468273277435/pdf/E21210v10revis110ESMF1final1version.pdf
Kenya - Agricultural Productivity and Agribusiness Project : environmental assessment (Vol. 2 of 2) : Integrated pest management framework,2009-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/251841468044991695,http://documents.worldbank.org/curated/en/251841468044991695/pdf/E21210v20revis11KAPAP1final1version.pdf
Kenya - Agricultural Productivity and Agribusiness Project,2009-04-27T04:00:00Z,http://documents.worldbank.org/curated/en/924901468088475415,http://documents.worldbank.org/curated/en/924901468088475415/pdf/Integrated0Saf1et010Appraisal0Stage.pdf
"Announcement of World Bank Approves Five Million Emergency Support for Kenya’s Agricultural Sector on April 22, 2009",2009-04-22T04:00:00Z,http://documents.worldbank.org/curated/en/901821640184376479,http://documents.worldbank.org/curated/en/901821640184376479/pdf/Announcement-of-World-Bank-Approves-Five-Million-Emergency-Support-for-Kenya-s-Agricultural-Sector-on-April-22-2009.pdf
Kenya-Kenya Agricultural Productivity and Agribusiness Project,2009-04-17T04:00:00Z,http://documents.worldbank.org/curated/en/462661468753268328,http://documents.worldbank.org/curated/en/462661468753268328/pdf/KAPAP0PID0Appraisal0stageApril122009.pdf
Kenya - Agricultural Productivity and Agribusiness Project,2009-04-16T04:00:00Z,http://documents.worldbank.org/curated/en/460091468273300428,http://documents.worldbank.org/curated/en/460091468273300428/pdf/Integrated0Saf10Sheet1Concept0Stage.pdf
Kenya - Agricultural Input Supply Project,2009-04-08T04:00:00Z,http://documents.worldbank.org/curated/en/118051468041385928,http://documents.worldbank.org/curated/en/118051468041385928/pdf/476250PJPR0P11101Official0Use0Only1.pdf
"Announcement of World Bank Approves Eighty Million US Dollars Additional Financing for Kenya’s Energy Sector on April 2, 2009",2009-04-02T04:00:00Z,http://documents.worldbank.org/curated/en/463961637075456345,http://documents.worldbank.org/curated/en/463961637075456345/pdf/Announcement-of-World-Bank-Approves-Eighty-Million-US-Dollars-Additional-Financing-for-Kenya-s-Energy-Sector-on-April-2-2009.pdf
"Announcement of World Bank Approves Two Hundred Fifty Million US Dollars Additional Financing for Kenya’s Northern Corridor Transport Improvement Project on April 2, 2009",2009-04-02T04:00:00Z,http://documents.worldbank.org/curated/en/793471636468027822,http://documents.worldbank.org/curated/en/793471636468027822/pdf/Announcement-of-World-Bank-Approves-Two-Hundred-Fifty-Million-US-Dollars-Additional-Financing-for-Kenya-s-Northern-Corridor-Transport-Improvement-Project-on-April-2-2009.pdf
Kenya - Poverty and inequality assessment : executive summary and synthesis report,2009-04-01T04:00:00Z,http://documents.worldbank.org/curated/en/425611468089394594,http://documents.worldbank.org/curated/en/425611468089394594/pdf/441900ESW0P0901IC0Dislosed071171091.pdf
,,,
"Announcement of World Bank Approves Fifty Million US Dollars to Support Kenya's Orphans and Vulnerable Children on March 31, 2009",2009-03-31T04:00:00Z,http://documents.worldbank.org/curated/en/283691639571862294,http://documents.worldbank.org/curated/en/283691639571862294/pdf/Announcement-of-World-Bank-Approves-Fifty-Million-US-Dollars-to-Support-Kenyas-Orphans-and-Vulnerable-Children-on-March-31-2009.pdf
Kenya - Judicial Performance Improvement Project,2009-03-30T04:00:00Z,http://documents.worldbank.org/curated/en/529961468046821459,http://documents.worldbank.org/curated/en/529961468046821459/pdf/Integrated0Saf10Sheet1Concept0Stage.pdf
Kenya - Agricultural Input Supply Program Project,2009-03-25T04:00:00Z,http://documents.worldbank.org/curated/en/139531468272709860,http://documents.worldbank.org/curated/en/139531468272709860/pdf/Integrated0Saf1et010Appraisal0Stage.pdf
An assessment of the investment climate in Kenya,2009-03-13T04:00:00Z,http://documents.worldbank.org/curated/en/131271468272711272,http://documents.worldbank.org/curated/en/131271468272711272/pdf/477160PUB0KE0I101OFFICIAL0USE0ONLY1.pdf
Kenya - Energy Sector Recovery Project : additional financing,2009-03-09T04:00:00Z,http://documents.worldbank.org/curated/en/799381468048272765,http://documents.worldbank.org/curated/en/799381468048272765/pdf/472620PJPR0KE0101Official0Use0Only1.pdf
Kenya - Northern Corridor Transport Improvement Project : additional financing,2009-03-05T05:00:00Z,http://documents.worldbank.org/curated/en/940201468285019423,http://documents.worldbank.org/curated/en/940201468285019423/pdf/435370PJPR0KE0101Official0Use0Only1.pdf
Kenya - Education Sector Support Program Project for Basic Education Enhancement : additional financing,2009-03-05T05:00:00Z,http://documents.worldbank.org/curated/en/747201468048279774,http://documents.worldbank.org/curated/en/747201468048279774/pdf/KESSP0AF0PID0Appraisal0Stage05March2009.pdf
Transactional sex as a response to risk in western Kenya,2009-03-01T05:00:00Z,http://documents.worldbank.org/curated/en/882341468090576881,http://documents.worldbank.org/curated/en/882341468090576881/pdf/WPS4857.pdf
Kenya - Additional financing for the Energy Sector Recovery Project : procurement plan,2009-02-24T05:00:00Z,http://documents.worldbank.org/curated/en/914721468045531142,http://documents.worldbank.org/curated/en/914721468045531142/pdf/479620PROP0P11101official0use0only1.pdf
Kenya - Youth Empowerment Program Project,2009-02-22T05:00:00Z,http://documents.worldbank.org/curated/en/907781468283731906,http://documents.worldbank.org/curated/en/907781468283731906/pdf/Project0Inform1ent010AppraisalStage.pdf
,,,
Kenya - Cash Transfer for Orphans and Vulnerable Children Project,2009-02-20T05:00:00Z,http://documents.worldbank.org/curated/en/419831468048275018,http://documents.worldbank.org/curated/en/419831468048275018/pdf/440400PAD0P111101Official0Use0Only1.pdf
Kenya - Cash Transfer for Orphans and Vulnerable Children Project,2009-02-02T05:00:00Z,http://documents.worldbank.org/curated/en/781491468046497881,http://documents.worldbank.org/curated/en/781491468046497881/pdf/512500ISDS0Ken10transfer0Box342016B.pdf
Kenya - Cash Transfer for Orphans and Vulnerable Children Project,2009-02-02T05:00:00Z,http://documents.worldbank.org/curated/en/203831468090575097,http://documents.worldbank.org/curated/en/203831468090575097/pdf/Integrated0Saf1et010Appraisal0Stage.pdf
Kenya - Coastal Development Project,2009-02-02T05:00:00Z,http://documents.worldbank.org/curated/en/333391468273618301,http://documents.worldbank.org/curated/en/333391468273618301/pdf/Integrated0Saf10Concept0Stage01GEF1.pdf
Kenya - Water and Sanitation Service Improvement Project (Vol. 4 of 4) : Environmental impact assessment report for Ndarugu water scheme,2009-02-01T05:00:00Z,http://documents.worldbank.org/curated/en/615651468047723488,http://documents.worldbank.org/curated/en/615651468047723488/pdf/E17080v40Box341Ndarugu0Water0Scheme.pdf
Kenya - Water and Sanitation Service Improvement Project (Vol. 3 of 4) : Environmental impact assessment report for proposed Karimenu water scheme,2009-02-01T05:00:00Z,http://documents.worldbank.org/curated/en/215861468048273280,http://documents.worldbank.org/curated/en/215861468048273280/pdf/E17080v30Box341imenu0Water0Scheme01.pdf
Age at first child : does education delay fertility timing ? the case of Kenya,2009-02-01T05:00:00Z,http://documents.worldbank.org/curated/en/162301468272744520,http://documents.worldbank.org/curated/en/162301468272744520/pdf/WPS4833.pdf
Kenya - Cash Transfer for Orphans and Vulnerable Children Project,2009-01-29T05:00:00Z,http://documents.worldbank.org/curated/en/796051468278360979,http://documents.worldbank.org/curated/en/796051468278360979/pdf/Project0Inform11020090FINAL0VERSION.pdf
Kenya - Municipal Program Project,2009-01-26T05:00:00Z,http://documents.worldbank.org/curated/en/690451468272391889,http://documents.worldbank.org/curated/en/690451468272391889/pdf/508700Kenya0mu1gram0rev10Box341992B.pdf
Doing business 2010 : Kenya - comparing regulation in 183 economies,2009-01-01T05:00:00Z,http://documents.worldbank.org/curated/en/880381468047726458,http://documents.worldbank.org/curated/en/880381468047726458/pdf/505250WP0DB020100KEN0Box341995B01PUBLIC1.pdf
,,,
Are your hands clean enough? Study findings on handwashing with soap behaviour in Kenya,2009-01-01T05:00:00Z,http://documents.worldbank.org/curated/en/582041468276388642,http://documents.worldbank.org/curated/en/582041468276388642/pdf/522360WSP0Hand1Box345555B001PUBLIC1.pdf
Doing business in Kenya 2010 : comparing regulation in 11 localities and 183 economies,2009-01-01T05:00:00Z,http://documents.worldbank.org/curated/en/566711468041386436,http://documents.worldbank.org/curated/en/566711468041386436/pdf/512330WP0DB10110Box342021B01PUBLIC1.pdf
Climate variability and water resources in Kenya : the economic cost of inadequate management,2009-01-01T05:00:00Z,http://documents.worldbank.org/curated/en/231261468047329919,http://documents.worldbank.org/curated/en/231261468047329919/pdf/473100BRI0PNOT101PUBLIC10Box334128B.pdf
"Opportunities and challenges for small scale private service providers in electricity and water supply : evidence from Bangladesh, Cambodia, Kenya, and the Philippines",2009-01-01T05:00:00Z,http://documents.worldbank.org/curated/en/346781468047737167,http://documents.worldbank.org/curated/en/346781468047737167/pdf/535040WP0SSPSP10Box345611B01PUBLIC1.pdf
Justice versus peace in Northern Kenya,2009-01-01T05:00:00Z,http://documents.worldbank.org/curated/en/239811468284359876,http://documents.worldbank.org/curated/en/239811468284359876/pdf/495810NWP0Box31f0version0with0cover.pdf
,,,
Kenya - Agricultural Input Supply Project,2010-12-29T05:00:00Z,http://documents.worldbank.org/curated/en/865211468272737775,http://documents.worldbank.org/curated/en/865211468272737775/pdf/ICR16480P1160610313111110BOX358324B.pdf
Kenya - Western Kenya Integrated Ecosystem Management Project,2010-12-21T05:00:00Z,http://documents.worldbank.org/curated/en/744731468044993792,http://documents.worldbank.org/curated/en/744731468044993792/pdf/ICR15330P0729810311511110BOX358315B.pdf
Kenya - WATER AND SANITATION SERVICE IMPROVEMENT PROJECT : P096367 - Implementation Status Results Report : Sequence 06,2010-12-17T05:00:00Z,http://documents.worldbank.org/curated/en/809451468752415788,http://documents.worldbank.org/curated/en/809451468752415788/pdf/P0963670ISR0Di021720101292624664425.pdf
Kenya - Development of the National Statistical System Project : restructuring (Vol. 2 of 2) : Data sheet,2010-12-16T05:00:00Z,http://documents.worldbank.org/curated/en/393601468048257725,http://documents.worldbank.org/curated/en/393601468048257725/pdf/585440PJPR0P081ructuring0Data0sheet.pdf
Kenya - Development of the National Statistical System Project : restructuring (Vol. 1 of 2) : Main report,2010-12-16T05:00:00Z,http://documents.worldbank.org/curated/en/345371468091471400,http://documents.worldbank.org/curated/en/345371468091471400/pdf/585440PJPR0P0810Paper0STATCAP1Dec16.pdf
"Announcement of Development Partners Demand Prosecution for Theft of Education Funds on December 15, 2010",2010-12-15T05:00:00Z,http://documents.worldbank.org/curated/en/399901647423388439,http://documents.worldbank.org/curated/en/399901647423388439/pdf/Announcement-of-Development-Partners-Demand-Prosecution-for-Theft-of-Education-Funds-on-December-15-2010.pdf
Kenya - Additional Financing for the Total War Against HIV and AIDS Project : summary of discussion,2010-12-14T05:00:00Z,http://documents.worldbank.org/curated/en/610411468048275780,http://documents.worldbank.org/curated/en/610411468048275780/pdf/585400SD0P12241OFFICIAL0USE0ONLY191.pdf
Kenya - Kenya Agricultural Productivity and Agribusiness Project : P109683 - Implementation Status Results Report : Sequence 03,2010-12-12T05:00:00Z,http://documents.worldbank.org/curated/en/531271468753365990,http://documents.worldbank.org/curated/en/531271468753365990/pdf/P1096830ISR0Di021220101292163366666.pdf
"Announcement of Kenya at a Tipping Point for Robust Growth Driven by the Telecommunications Revolution on December 2, 2010",2010-12-02T05:00:00Z,http://documents.worldbank.org/curated/en/784481648027121348,http://documents.worldbank.org/curated/en/784481648027121348/pdf/Announcement-of-Kenya-at-a-Tipping-Point-for-Robust-Growth-Driven-by-the-Telecommunications-Revolution-on-December-2-2010.pdf
Kenya - Institutional Reform and Capacity Building Technical Assistance Project : restructuring (Vol. 1 of 2) : Data sheet,2010-11-30T05:00:00Z,http://documents.worldbank.org/curated/en/523141468273274857,http://documents.worldbank.org/curated/en/523141468273274857/pdf/581920PJPR0V201ucturing0Data0sheet.pdf
,,,
Kenya - Institutional Reform and Capacity Building Technical Assistance Project : restructuring (Vol. 1 of 2) : Main report,2010-11-30T05:00:00Z,http://documents.worldbank.org/curated/en/307481468044992321,http://documents.worldbank.org/curated/en/307481468044992321/pdf/581920PJPR0V1011htingale01113012010.pdf
Kenya - Development of The National Statistical System Project : P085414 - Implementation Status Results Report : Sequence 06,2010-11-28T05:00:00Z,http://documents.worldbank.org/curated/en/178411468758686450,http://documents.worldbank.org/curated/en/178411468758686450/pdf/P0854140ISR0Di012820101290949037391.pdf
Kenya - Partial Risk Guarantees for Independent Power Producers (IPPs) Project,2010-11-24T05:00:00Z,http://documents.worldbank.org/curated/en/291581468277739729,http://documents.worldbank.org/curated/en/291581468277739729/pdf/Kenya1PRG1PID1ConceptStage1Dec123120100.pdf
Kenya - Additional Financing for the Total War against HIV and AIDS Project,2010-11-18T05:00:00Z,http://documents.worldbank.org/curated/en/414201468047726807,http://documents.worldbank.org/curated/en/414201468047726807/pdf/576240PJPR0P121OFFICIAL0USE0ONLY191.pdf
Financing Agreement for Credit 4801-KE Conformed,2010-11-17T05:00:00Z,http://documents.worldbank.org/curated/en/962111468048276770,http://documents.worldbank.org/curated/en/962111468048276770/pdf/KCDP0FA01Conformed1.pdf
Kenya - Informal Settlements Improvement Program Project,2010-11-16T05:00:00Z,http://documents.worldbank.org/curated/en/563831468273299642,http://documents.worldbank.org/curated/en/563831468273299642/pdf/579790ISDS0KE0informal0settlements0rev.pdf
Kenya - Development Policy Loan Project,2010-11-16T05:00:00Z,http://documents.worldbank.org/curated/en/166261468277159347,http://documents.worldbank.org/curated/en/166261468277159347/pdf/PID010Concept0Stage1RevisedNov029docx.pdf
Kenya - Informal Settlements Improvement Program Project,2010-11-10T05:00:00Z,http://documents.worldbank.org/curated/en/190021468047741487,http://documents.worldbank.org/curated/en/190021468047741487/pdf/Integrated0Saf10Sheet1Concept0Stage.pdf
Mainstreaming gender in water and sanitation,2010-11-01T04:00:00Z,http://documents.worldbank.org/curated/en/601231468276384726,http://documents.worldbank.org/curated/en/601231468276384726/pdf/593340WP0WSP1g10Box358367B01PUBLIC1.pdf
Le genre dans le context de l’eau et l’assainissement ,2010-11-01T04:00:00Z,http://documents.worldbank.org/curated/en/263091490607295912,http://documents.worldbank.org/curated/en/263091490607295912/pdf/59334-FRENCH-WATER-GE-PUBLIC.pdf
,,,
When does rigorous impact evaluation make a difference ? the case of the millennium villages,2010-11-01T04:00:00Z,http://documents.worldbank.org/curated/en/474291468276389632,http://documents.worldbank.org/curated/en/474291468276389632/pdf/WPS5477.pdf
Using market finance to extend water supply services in peri-urban and rural Kenya,2010-11-01T04:00:00Z,http://documents.worldbank.org/curated/en/340501468047725311,http://documents.worldbank.org/curated/en/340501468047725311/pdf/579130BRI0IFC01ments01Advani11FINAL.pdf
Kenya - Strengthening gender capacities among gender focal points in water governance structures : Kenya - Renforcer les capacités des « agents pour la parité » dans les structures de gouvernance de l'eau,2010-10-29T04:00:00Z,http://documents.worldbank.org/curated/en/524341468188344331,http://documents.worldbank.org/curated/en/524341468188344331/pdf/96100-BRI-2010Oct29-P096367-FRENCH-Kenya-Strengthening-Gender-Capacities-Box-391427B-PUBLIC.pdf
Kenya - Strengthening gender capacities among gender focal points in water governance structures,2010-10-29T04:00:00Z,http://documents.worldbank.org/curated/en/949391467998514232,http://documents.worldbank.org/curated/en/949391467998514232/pdf/96100-BRI-2010Oct29-P096367-Kenya-Strengthening-Gender-Capacities-Box-391427B-PUBLIC.pdf
Kenya - Strengthening gender capacities among gender focal points in water governance structures : Kenya - Fortalecimiento de las capacidades relativas al género,2010-10-29T04:00:00Z,http://documents.worldbank.org/curated/en/851271468186247282,http://documents.worldbank.org/curated/en/851271468186247282/pdf/96100-BRI-2010Oct29-P096367-SPANISH-Kenya-Strengthening-Gender-Capacities-Box-391427B-PUBLIC.pdf
Kenya - Additional Financing for Total War against HIV and AIDS (TOWA) Project : indigenous peoples planning framework,2010-10-28T04:00:00Z,http://documents.worldbank.org/curated/en/128451468047740074,http://documents.worldbank.org/curated/en/128451468047740074/pdf/IPP4510SF1AFR1101public10BOX353771B.pdf
Kenya - Additional Financing for Total War against HIV and AIDS (TOWA) Project,2010-10-28T04:00:00Z,http://documents.worldbank.org/curated/en/620741468285021131,http://documents.worldbank.org/curated/en/620741468285021131/pdf/AF0Integrated01et010Appraisal0Stage.pdf
Kenya - Informal Settlements Improvement Program Project,2010-10-26T04:00:00Z,http://documents.worldbank.org/curated/en/864731468273685686,http://documents.worldbank.org/curated/en/864731468273685686/pdf/Project0Inform1al0Stage019Dec20101.pdf
Kenya - Slum Upgrading Program Project,2010-10-25T04:00:00Z,http://documents.worldbank.org/curated/en/273801468284360550,http://documents.worldbank.org/curated/en/273801468284360550/pdf/Project0Inform1oncept0Stage025Oct10.pdf
Kenya - Kenya - Natural Resource Management Project : P095050 - Implementation Status Results Report : Sequence 10,2010-10-23T04:00:00Z,http://documents.worldbank.org/curated/en/672881468773393760,http://documents.worldbank.org/curated/en/672881468773393760/pdf/P0950500ISR0Di002320101287866667047.pdf
,,,
"Methodology for Kenya Survey
",2010-10-19T04:00:00Z,http://documents.worldbank.org/curated/en/099738108202427256,https://documents.worldbank.org/curated/en/099738108202427256/pdf/IDU-2a7998b3-5dce-4b4f-85bf-20cca05f33ab.pdf
Kenya - Additional Financing for Total War against HIV and AIDS (TOWA) Project,2010-10-12T04:00:00Z,http://documents.worldbank.org/curated/en/198291468284360890,http://documents.worldbank.org/curated/en/198291468284360890/pdf/Project0Inform1Stage0TOWA0AF0Oct012.pdf
Status of Projects in Execution (SOPE) - FY10 : Africa region - Kenya,2010-10-03T04:00:00Z,http://documents.worldbank.org/curated/en/628231468276356050,http://documents.worldbank.org/curated/en/628231468276356050/pdf/571900AR0Statu10Box353753B01PUBLIC1.pdf
"Kenya - Electricity Expansion Project : environmental assessment (Vol. 4 of 18) : Environmental and social impact assessment for the proposed Kisii-Awendo, 132kv transmission line",2010-10-01T04:00:00Z,http://documents.worldbank.org/curated/en/200661468044996217,http://documents.worldbank.org/curated/en/200661468044996217/pdf/E23370v140REVI1Report0Kisii1Awendo0.pdf
Kenya - Water and sanitation service improvement,2010-10-01T04:00:00Z,http://documents.worldbank.org/curated/en/392381468272359080,http://documents.worldbank.org/curated/en/392381468272359080/pdf/717200BRI0Box300Service0Improvement.pdf
"Banking sector stability, efficiency, and outreach in Kenya",2010-10-01T04:00:00Z,http://documents.worldbank.org/curated/en/428671468048252880,http://documents.worldbank.org/curated/en/428671468048252880/pdf/WPS5442.pdf
Amendment to Letter Agreement for TF090397 Conformed,2010-09-30T04:00:00Z,http://documents.worldbank.org/curated/en/399071468042554007,http://documents.worldbank.org/curated/en/399071468042554007/pdf/TF0903970Conformed.pdf
Kenya - Additional Financing for Total War against HIV and AIDS (TOWA) Project : environmental assessment : National health care waste management plan 2008-2012,2010-09-28T04:00:00Z,http://documents.worldbank.org/curated/en/104611468284365269,http://documents.worldbank.org/curated/en/104611468284365269/pdf/E25500P12249101C10AFR1HCWMP1P122491.pdf
Kenya - Kenya Youth Empowerment Project : P111546 - Implementation Status Results Report : Sequence 02,2010-09-23T04:00:00Z,http://documents.worldbank.org/curated/en/725641468752415431,http://documents.worldbank.org/curated/en/725641468752415431/pdf/P1115460ISR0Di092320101285256384953.pdf
Kenya - Transport Sector Support Project,2010-09-20T04:00:00Z,http://documents.worldbank.org/curated/en/204941468045883980,http://documents.worldbank.org/curated/en/204941468045883980/pdf/KTSSP0Project01cument1Concept0Stage.pdf
,,,
Kenya - Agricultural Productivity and Sustainable Land Management Project,2010-09-09T04:00:00Z,http://documents.worldbank.org/curated/en/675841468273620112,http://documents.worldbank.org/curated/en/675841468273620112/pdf/402960PAD0P0881Official0use0Only191.pdf
Kenya - Municipal Program Project : procurement plan,2010-08-30T04:00:00Z,http://documents.worldbank.org/curated/en/920041468041385659,http://documents.worldbank.org/curated/en/920041468041385659/pdf/831750PROP0P060Box0382076B00PUBLIC0.pdf
Kenya - Total War on HIV/AIDS (TOWA) Project : restructuring (Vol. 2 of 2) : Data sheet,2010-08-20T04:00:00Z,http://documents.worldbank.org/curated/en/118981468041353108,http://documents.worldbank.org/curated/en/118981468041353108/pdf/562100PJPR0v201ructuring0Data0sheet.pdf
Official Documents- Disbursement Letter for Grant TF097272,2010-07-08T04:00:00Z,http://documents.worldbank.org/curated/en/569141468042839632,http://documents.worldbank.org/curated/en/569141468042839632/pdf/Official-Documents-Disbursement-Letter-for-Grant-TF097272.pdf
Kenya - Western Kenya Community Driven Development and Flood Mitigation Project : restructuring (Vol. 2 of 2) : Data sheet,2010-07-07T04:00:00Z,http://documents.worldbank.org/curated/en/778761468272058270,http://documents.worldbank.org/curated/en/778761468272058270/pdf/561080PJPR0P071ructuring0Data0sheet.pdf
"Poverty, living conditions, and infrastructure access : a comparison of slums in Dakar, Johannesburg, and Nairobi",2010-07-01T04:00:00Z,http://documents.worldbank.org/curated/en/499611468101955194,http://documents.worldbank.org/curated/en/499611468101955194/pdf/WPS5388.pdf
Как успешно внедрить систему мобильных денежных переводов? : oпыт запуска услуги «M-PESA» в Кении и Танзании,2010-07-01T04:00:00Z,http://documents.worldbank.org/curated/en/948851483561240196,http://documents.worldbank.org/curated/en/948851483561240196/pdf/111564-WP-RUSSIAN-PUBLIC.pdf
Kenya - Coastal Development Project,2010-06-30T04:00:00Z,http://documents.worldbank.org/curated/en/174951468046751667,http://documents.worldbank.org/curated/en/174951468046751667/pdf/544860PAD0P094101Official0Use0Only1.pdf
Kenya - Health Sector Support Project : restructuring,2010-06-29T04:00:00Z,http://documents.worldbank.org/curated/en/615971512592957856,http://documents.worldbank.org/curated/en/615971512592957856/pdf/IL-RESDATA-EXT-P074091-12-06-2017-1512592941443.pdf
Kenya - Development Learning Center Project : restructuring (Vol. 1 of 2) : Main report,2010-06-28T04:00:00Z,http://documents.worldbank.org/curated/en/475681468091476320,http://documents.worldbank.org/curated/en/475681468091476320/pdf/554220PJPR0P071osed0June029020100RP.pdf
,,,
Kenya - Development Learning Center Project : restructuring (Vol. 2 of 2) : Data sheet,2010-06-25T04:00:00Z,http://documents.worldbank.org/curated/en/209321468273045003,http://documents.worldbank.org/curated/en/209321468273045003/pdf/554220PJPR0P071ructuring0Data0sheet.pdf
