display_title,docdt,url,pdfurl
Official Documents - Financing Agreement for Credit 6419-KE,2019-06-19T04:00:00Z,http://documents.worldbank.org/curated/en/745611561500248173,http://documents.worldbank.org/curated/en/745611561500248173/pdf/Official-Documents-Financing-Agreement-for-Credit-6419-KE.pdf
,,,
Official Documents- Disbursement and Financial Information Letter for Loan 8958-KE (Closing Package),2019-06-19T04:00:00Z,http://documents.worldbank.org/curated/en/574681576701457041,http://documents.worldbank.org/curated/en/574681576701457041/pdf/Official-Documents-Disbursement-and-Financial-Information-Letter-for-Loan-8958-KE-Closing-Package.pdf
Kenya - Marine Fisheries and Socio-Economic Development Project : Social Assessment (Vol. 2 of 2) : Social Assessment Report : Executive Summary,2019-06-19T04:00:00Z,http://documents.worldbank.org/curated/en/909391561706885824,http://documents.worldbank.org/curated/en/909391561706885824/pdf/Social-Assessment-Report-Executive-Summary.pdf
Disclosable Version of the ISR - Kenya Devolution Support Project - P149129 - Sequence No : 07,2019-06-19T04:00:00Z,http://documents.worldbank.org/curated/en/661951560966205740,http://documents.worldbank.org/curated/en/661951560966205740/pdf/Disclosable-Version-of-the-ISR-Kenya-Devolution-Support-Project-P149129-Sequence-No-07.pdf
Kenya - Marine Fisheries and Socio-Economic Development Project : Resettlement Plan (Vol. 2 of 2) : Process Framework : Executive Summary,2019-06-19T04:00:00Z,http://documents.worldbank.org/curated/en/443311561699575133,http://documents.worldbank.org/curated/en/443311561699575133/pdf/Process-Framework-Executive-Summary.pdf
Kenya - Cash Transfer for Orphans and Vulnerable Children Project,2019-06-19T04:00:00Z,http://documents.worldbank.org/curated/en/615561561645806630,http://documents.worldbank.org/curated/en/615561561645806630/pdf/Kenya-Cash-Transfer-for-Orphans-and-Vulnerable-Children-Project.pdf
Kenya - AFRICA- P154784- Kenya Climate Smart Agriculture Project - Procurement Plan,2019-06-18T04:00:00Z,http://documents.worldbank.org/curated/en/311461560848593639,http://documents.worldbank.org/curated/en/311461560848593639/pdf/Kenya-AFRICA-P154784-Kenya-Climate-Smart-Agriculture-Project-Procurement-Plan.pdf
Disclosable Version of the ISR - Kenya Urban Support Program - P156777 - Sequence No : 04,2019-06-18T04:00:00Z,http://documents.worldbank.org/curated/en/225411560894083514,http://documents.worldbank.org/curated/en/225411560894083514/pdf/Disclosable-Version-of-the-ISR-Kenya-Urban-Support-Program-P156777-Sequence-No-04.pdf
Kenya - AFRICA- P154784- Kenya Climate Smart Agriculture Project - Procurement Plan,2019-06-14T04:00:00Z,http://documents.worldbank.org/curated/en/313231560504492230,http://documents.worldbank.org/curated/en/313231560504492230/pdf/Kenya-AFRICA-P154784-Kenya-Climate-Smart-Agriculture-Project-Procurement-Plan.pdf
Disclosable Version of the ISR - Kenya Industry and Entrepreneurship - P161317 - Sequence No : 02,2019-06-14T04:00:00Z,http://documents.worldbank.org/curated/en/935911560546484070,http://documents.worldbank.org/curated/en/935911560546484070/pdf/Disclosable-Version-of-the-ISR-Kenya-Industry-and-Entrepreneurship-P161317-Sequence-No-02.pdf
Kenya - AFRICA- P156634- Water and Sanitation Development Project - Procurement Plan,2019-06-13T04:00:00Z,http://documents.worldbank.org/curated/en/427141560419924998,http://documents.worldbank.org/curated/en/427141560419924998/pdf/Kenya-AFRICA-P156634-Water-and-Sanitation-Development-Project-Procurement-Plan.pdf
,,,
Disclosable Version of the ISR - Kenya Infrastructure Finance PPP project - P121019 - Sequence No : 13,2019-06-12T04:00:00Z,http://documents.worldbank.org/curated/en/928811560371636798,http://documents.worldbank.org/curated/en/928811560371636798/pdf/Disclosable-Version-of-the-ISR-Kenya-Infrastructure-Finance-PPP-project-P121019-Sequence-No-13.pdf
Kenya - AFRICA- P153349- National Agricultural and Rural Inclusive Growth Project - Procurement Plan,2019-06-11T04:00:00Z,http://documents.worldbank.org/curated/en/771881560268270900,http://documents.worldbank.org/curated/en/771881560268270900/pdf/Kenya-AFRICA-P153349-National-Agricultural-and-Rural-Inclusive-Growth-Project-Procurement-Plan.pdf
Kenya - AFRICA- P153349- National Agricultural and Rural Inclusive Growth Project - Procurement Plan,2019-06-11T04:00:00Z,http://documents.worldbank.org/curated/en/122351560268003515,http://documents.worldbank.org/curated/en/122351560268003515/pdf/Kenya-AFRICA-P153349-National-Agricultural-and-Rural-Inclusive-Growth-Project-Procurement-Plan.pdf
Kenya - AFRICA- P153349- National Agricultural and Rural Inclusive Growth Project - Procurement Plan,2019-06-11T04:00:00Z,http://documents.worldbank.org/curated/en/319671560267776725,http://documents.worldbank.org/curated/en/319671560267776725/pdf/Kenya-AFRICA-P153349-National-Agricultural-and-Rural-Inclusive-Growth-Project-Procurement-Plan.pdf
Learning and Advisory Report on bulk water reform in the Coast Region of Kenya,2019-06-10T04:00:00Z,http://documents.worldbank.org/curated/en/208571564639144367,http://documents.worldbank.org/curated/en/208571564639144367/pdf/Learning-and-Advisory-Report-on-bulk-water-reform-in-the-Coast-Region-of-Kenya.pdf
Kenya - AFRICA- P117635- Kenya Water Security and Climate Resilience Project - Procurement Plan,2019-06-10T04:00:00Z,http://documents.worldbank.org/curated/en/601331560177319354,http://documents.worldbank.org/curated/en/601331560177319354/pdf/Kenya-AFRICA-P117635-Kenya-Water-Security-and-Climate-Resilience-Project-Procurement-Plan.pdf
Official Documents- Fiirst Restatement for Disbursement and Financial Information Letter for Credit 6268-KE,2019-06-10T04:00:00Z,http://documents.worldbank.org/curated/en/846451560256737844,http://documents.worldbank.org/curated/en/846451560256737844/pdf/Official-Documents-Fiirst-Restatement-for-Disbursement-and-Financial-Information-Letter-for-Credit-6268-KE.pdf
Kenya - Marine Fisheries and Socio-Economic Development Project : Environmental Assessment : Environmental and Social Impact Assessment,2019-06-10T04:00:00Z,http://documents.worldbank.org/curated/en/856121562908569421,http://documents.worldbank.org/curated/en/856121562908569421/pdf/Environmental-and-Social-Impact-Assessment.pdf
Disclosable Version of the ISR - Kenya Informal Settlements Improvement Project (KISIP) - P113542 - Sequence No : 16,2019-06-10T04:00:00Z,http://documents.worldbank.org/curated/en/721091560191678757,http://documents.worldbank.org/curated/en/721091560191678757/pdf/Disclosable-Version-of-the-ISR-Kenya-Informal-Settlements-Improvement-Project-KISIP-P113542-Sequence-No-16.pdf
Disclosable Version of the ISR - Kenya Water Security and Climate Resilience Project - P117635 - Sequence No : 11,2019-06-05T04:00:00Z,http://documents.worldbank.org/curated/en/857251559772757911,http://documents.worldbank.org/curated/en/857251559772757911/pdf/Disclosable-Version-of-the-ISR-Kenya-Water-Security-and-Climate-Resilience-Project-P117635-Sequence-No-11.pdf
,,,
Disclosable Version of the ISR - WATER AND SANITATION SERVICE IMPROVEMENT PROJECT - P096367 - Sequence No : 22,2019-06-04T04:00:00Z,http://documents.worldbank.org/curated/en/613751559616108180,http://documents.worldbank.org/curated/en/613751559616108180/pdf/Disclosable-Version-of-the-ISR-WATER-AND-SANITATION-SERVICE-IMPROVEMENT-PROJECT-P096367-Sequence-No-22.pdf
Disclosable Version of the ISR - Water and Sanitation Development Project - P156634 - Sequence No : 04,2019-06-04T04:00:00Z,http://documents.worldbank.org/curated/en/913051559618779413,http://documents.worldbank.org/curated/en/913051559618779413/pdf/Disclosable-Version-of-the-ISR-Water-and-Sanitation-Development-Project-P156634-Sequence-No-04.pdf
Kenya - AFRICA- P153349- National Agricultural and Rural Inclusive Growth Project - Procurement Plan,2019-06-04T04:00:00Z,http://documents.worldbank.org/curated/en/343831559681911446,http://documents.worldbank.org/curated/en/343831559681911446/pdf/Kenya-AFRICA-P153349-National-Agricultural-and-Rural-Inclusive-Growth-Project-Procurement-Plan.pdf
Kenya - AFRICA- P165034- Kenya Affordable Housing Finance Project - Procurement Plan,2019-06-04T04:00:00Z,http://documents.worldbank.org/curated/en/534111559664673721,http://documents.worldbank.org/curated/en/534111559664673721/pdf/Kenya-AFRICA-P165034-Kenya-Affordable-Housing-Finance-Project-Procurement-Plan.pdf
Kenya - Marine Fisheries and Socio-Economic Development Project : Resettlement Plan (Vol. 1 of 2) : Resettlement Policy Framework,2019-06-01T04:00:00Z,http://documents.worldbank.org/curated/en/581681561700788410,http://documents.worldbank.org/curated/en/581681561700788410/pdf/Resettlement-Policy-Framework.pdf
Managing Risks for a Safer Built Environment in Malawi : Building Regulatory Capacity Assessment,2019-06-01T04:00:00Z,http://documents.worldbank.org/curated/en/684141573844805428,http://documents.worldbank.org/curated/en/684141573844805428/pdf/Managing-Risks-for-a-Safer-Built-Environment-in-Malawi-Building-Regulatory-Capacity-Assessment.pdf
Kenya - Marine Fisheries and Socio-Economic Development Project : Environmental Assessment : Environmental and Social Management Framework,2019-06-01T04:00:00Z,http://documents.worldbank.org/curated/en/606881561629478472,http://documents.worldbank.org/curated/en/606881561629478472/pdf/Environmental-and-Social-Management-Framework.pdf
Kenya Public Expenditure Analysis 2019 : Creating Fiscal Space to Deliver the Big Four while Undertaking a Needed Fiscal Consolidation,2019-06-01T04:00:00Z,http://documents.worldbank.org/curated/en/466691563357796716,http://documents.worldbank.org/curated/en/466691563357796716/pdf/Kenya-Public-Expenditure-Analysis-2019-Creating-Fiscal-Space-to-Deliver-the-Big-Four-while-Undertaking-a-Needed-Fiscal-Consolidation.pdf
Kenya - Informal Settlements Improvement Project : Resettlement Plan (Vol. 18 of 32) : Abbreviated Resettlement Action Plan for Kihuyo Informal Settlement in Nyeri County,2019-06-01T04:00:00Z,http://documents.worldbank.org/curated/en/483261621225051683,http://documents.worldbank.org/curated/en/483261621225051683/pdf/Abbreviated-Resettlement-Action-Plan-for-Kihuyo-Informal-Settlement-in-Nyeri-County.pdf
Kenya - Marine Fisheries and Socio-Economic Development Project : Indigenous Peoples Plan : Vulnerable and Marginalized Group Framework,2019-06-01T04:00:00Z,http://documents.worldbank.org/curated/en/463271561706174258,http://documents.worldbank.org/curated/en/463271561706174258/pdf/Vulnerable-and-Marginalized-Group-Framework.pdf
,,,
Kenya - Marine Fisheries and Socio-Economic Development Project : Resettlement Plan (Vol. 1 of 2) : Process Framework,2019-06-01T04:00:00Z,http://documents.worldbank.org/curated/en/791671561698737668,http://documents.worldbank.org/curated/en/791671561698737668/pdf/Process-Framework.pdf
Kenya - Coastal Region Water Security and Climate Resilience Project : Resettlement Plan (Vol. 1 of 4) : Resettlement Action Plan 1a for Mwache Multipurpose Dam Project,2019-06-01T04:00:00Z,http://documents.worldbank.org/curated/en/527531559886407975,http://documents.worldbank.org/curated/en/527531559886407975/pdf/Resettlement-Action-Plan-for-Mwache-Multipurpose-Dam-Project.pdf
Kenya - Marine Fisheries and Socio-Economic Development Project : Social Assessment (Vol. 1 of 2) : Social Assessment Report,2019-06-01T04:00:00Z,http://documents.worldbank.org/curated/en/691181561701936058,http://documents.worldbank.org/curated/en/691181561701936058/pdf/Social-Assessment-Report.pdf
Kenya - Long-term Finance for Public-Private Partnerships / Nairobi - Nakuru Toll Road Guarantee : Indigenous Peoples Plan,2019-06-01T04:00:00Z,http://documents.worldbank.org/curated/en/778281575384669969,http://documents.worldbank.org/curated/en/778281575384669969/pdf/Indigenous-Peoples-Plan.pdf
"Kenya - Natural Resource Management, Climate Smart Agriculture and Urban Support Program Projects : Request for Inspection - Notice of Non-Registration",2019-05-31T04:00:00Z,http://documents.worldbank.org/curated/en/603311566246086712,http://documents.worldbank.org/curated/en/603311566246086712/pdf/Kenya-Natural-Resource-Management-Climate-Smart-Agriculture-and-Urban-Support-Program-Projects-Request-for-Inspection-Notice-of-Non-Registration.pdf
Report on the Proceedings of the Climate Finance Training and Kenya Country Environment Analysis (CEA) : Validation Workshop,2019-05-31T04:00:00Z,http://documents.worldbank.org/curated/en/299571579246903009,http://documents.worldbank.org/curated/en/299571579246903009/pdf/Report-on-the-Proceedings-of-the-Climate-Finance-Training-and-Kenya-Country-Environment-Analysis-CEA-Validation-Workshop.pdf
Kenya - Inclusive Growth and Fiscal Management Development Policy Operation : Chair Summary,2019-05-29T04:00:00Z,http://documents.worldbank.org/curated/en/125381559872876291,http://documents.worldbank.org/curated/en/125381559872876291/pdf/Kenya-Inclusive-Growth-and-Fiscal-Management-Development-Policy-Operation-Chair-Summary.pdf
Disclosable Version of the ISR - Coastal Region Water Security and Climate Resilience Project - P145559 - Sequence No : 09,2019-05-29T04:00:00Z,http://documents.worldbank.org/curated/en/730031559115772237,http://documents.worldbank.org/curated/en/730031559115772237/pdf/Disclosable-Version-of-the-ISR-Coastal-Region-Water-Security-and-Climate-Resilience-Project-P145559-Sequence-No-09.pdf
Kenya - AFRICA- P152394- Transforming Health Systems for Universal Care - Procurement Plan,2019-05-28T04:00:00Z,http://documents.worldbank.org/curated/en/828621559028098149,http://documents.worldbank.org/curated/en/828621559028098149/pdf/Kenya-AFRICA-P152394-Transforming-Health-Systems-for-Universal-Care-Procurement-Plan.pdf
"Minutes of a Meeting of the Executive Directors of the Bank and IDA held on May 28, 2019 and Record of Approvals May 24 thru 28",2019-05-28T04:00:00Z,http://documents.worldbank.org/curated/en/902731563300807935,http://documents.worldbank.org/curated/en/902731563300807935/pdf/Minutes-of-a-Meeting-of-the-Executive-Directors-of-the-Bank-and-IDA-held-on-May-28-2019-and-Record-of-Approvals-May-24-thru-28.pdf
,,,
Disclosable Restructuring Paper - WATER AND SANITATION SERVICE IMPROVEMENT PROJECT - P096367,2019-05-22T04:00:00Z,http://documents.worldbank.org/curated/en/605551558530051756,http://documents.worldbank.org/curated/en/605551558530051756/pdf/Disclosable-Restructuring-Paper-WATER-AND-SANITATION-SERVICE-IMPROVEMENT-PROJECT-P096367.pdf
Kenya - AFRICA- P156634- Water and Sanitation Development Project - Procurement Plan,2019-05-21T04:00:00Z,http://documents.worldbank.org/curated/en/792421558418356482,http://documents.worldbank.org/curated/en/792421558418356482/pdf/Kenya-AFRICA-P156634-Water-and-Sanitation-Development-Project-Procurement-Plan.pdf
Kenya - AFRICA- P151831- Kenya Youth Employment and Opportunities - Procurement Plan,2019-05-21T04:00:00Z,http://documents.worldbank.org/curated/en/522511558455390649,http://documents.worldbank.org/curated/en/522511558455390649/pdf/Kenya-AFRICA-P151831-Kenya-Youth-Employment-and-Opportunities-Procurement-Plan.pdf
Kenya - AFRICA- P152394- Transforming Health Systems for Universal Care - Procurement Plan,2019-05-16T04:00:00Z,http://documents.worldbank.org/curated/en/327001558010203990,http://documents.worldbank.org/curated/en/327001558010203990/pdf/Kenya-AFRICA-P152394-Transforming-Health-Systems-for-Universal-Care-Procurement-Plan.pdf
Kenya - AFRICA- P151816- Financial Sector Support Project. - Procurement Plan,2019-05-15T04:00:00Z,http://documents.worldbank.org/curated/en/316301557891410973,http://documents.worldbank.org/curated/en/316301557891410973/pdf/Kenya-AFRICA-P151816-Financial-Sector-Support-Project-Procurement-Plan.pdf
Kenya - AFRICA- P113542- Kenya Informal Settlements Improvement Project (KISIP) - Procurement Plan,2019-05-15T04:00:00Z,http://documents.worldbank.org/curated/en/749231557937198329,http://documents.worldbank.org/curated/en/749231557937198329/pdf/Kenya-AFRICA-P113542-Kenya-Informal-Settlements-Improvement-Project-KISIP-Procurement-Plan.pdf
Kenya - AFRICA- P163980- Kenya Marine Fisheries and Socio-Economic Development Project (KEMFSED) - Procurement Plan,2019-05-15T04:00:00Z,http://documents.worldbank.org/curated/en/144061557945319128,http://documents.worldbank.org/curated/en/144061557945319128/pdf/Kenya-AFRICA-P163980-Kenya-Marine-Fisheries-and-Socio-Economic-Development-Project-KEMFSED-Procurement-Plan.pdf
Kenya - AFRICA- P160009- Kenya: Off-grid Solar Access Project for Underserved Counties - Procurement Plan,2019-05-14T04:00:00Z,http://documents.worldbank.org/curated/en/776001557829011988,http://documents.worldbank.org/curated/en/776001557829011988/pdf/Kenya-AFRICA-P160009-Kenya-Off-grid-Solar-Access-Project-for-Underserved-Counties-Procurement-Plan.pdf
Kenya - Nairobi Metropolitan Services Improvement Project : Request for Inspection - Notice of Registration,2019-05-13T04:00:00Z,http://documents.worldbank.org/curated/en/710401566246689329,http://documents.worldbank.org/curated/en/710401566246689329/pdf/Kenya-Nairobi-Metropolitan-Services-Improvement-Project-Request-for-Inspection-Notice-of-Registration.pdf
Kenya - AFRICA- P124109- Kenya Transport Sector Support Project - Procurement Plan,2019-05-13T04:00:00Z,http://documents.worldbank.org/curated/en/350661557764638454,http://documents.worldbank.org/curated/en/350661557764638454/pdf/Kenya-AFRICA-P124109-Kenya-Transport-Sector-Support-Project-Procurement-Plan.pdf
,,,
Project Information Document-Integrated Safeguards Data Sheet - Kenya Electricity System Improvement Project - P166646,2019-05-13T04:00:00Z,http://documents.worldbank.org/curated/en/863321557769793593,http://documents.worldbank.org/curated/en/863321557769793593/pdf/Project-Information-Document-Integrated-Safeguards-Data-Sheet-Kenya-Electricity-System-Improvement-Project-P166646.pdf
Kenya - AFRICA- P121019- Kenya Infrastructure Finance PPP project - Procurement Plan,2019-05-13T04:00:00Z,http://documents.worldbank.org/curated/en/147611557756542950,http://documents.worldbank.org/curated/en/147611557756542950/pdf/Kenya-AFRICA-P121019-Kenya-Infrastructure-Finance-PPP-project-Procurement-Plan.pdf
Kenya - AFRICA- P152394- Transforming Health Systems for Universal Care - Procurement Plan,2019-05-13T04:00:00Z,http://documents.worldbank.org/curated/en/554041557734200792,http://documents.worldbank.org/curated/en/554041557734200792/pdf/Kenya-AFRICA-P152394-Transforming-Health-Systems-for-Universal-Care-Procurement-Plan.pdf
Eastern Africa - AFRICA- P161067- Development Response to Displacement Impacts Project (DRDIP) in the Horn of Africa - Procurement Plan,2019-05-11T04:00:00Z,http://documents.worldbank.org/curated/en/678311557555790709,http://documents.worldbank.org/curated/en/678311557555790709/pdf/Eastern-Africa-AFRICA-P161067-Development-Response-to-Displacement-Impacts-Project-DRDIP-in-the-Horn-of-Africa-Procurement-Plan.pdf
Kenya - AFRICA- P113542- Kenya Informal Settlements Improvement Project (KISIP) - Procurement Plan,2019-05-08T04:00:00Z,http://documents.worldbank.org/curated/en/881121557314345949,http://documents.worldbank.org/curated/en/881121557314345949/pdf/Kenya-AFRICA-P113542-Kenya-Informal-Settlements-Improvement-Project-KISIP-Procurement-Plan.pdf
Eastern Africa - AFRICA- P161067- Development Response to Displacement Impacts Project (DRDIP) in the Horn of Africa - Procurement Plan,2019-05-07T04:00:00Z,http://documents.worldbank.org/curated/en/844771557209428516,http://documents.worldbank.org/curated/en/844771557209428516/pdf/Eastern-Africa-AFRICA-P161067-Development-Response-to-Displacement-Impacts-Project-DRDIP-in-the-Horn-of-Africa-Procurement-Plan.pdf
Disclosable Version of the ISR - Nairobi Metropolitan Services Improvement Project - P107314 - Sequence No : 14,2019-05-03T04:00:00Z,http://documents.worldbank.org/curated/en/426831556920755841,http://documents.worldbank.org/curated/en/426831556920755841/pdf/Disclosable-Version-of-the-ISR-Nairobi-Metropolitan-Services-Improvement-Project-P107314-Sequence-No-14.pdf
Kenya - Global Primary Education Development Project : Additional Financing : Indigenous Peoples Plan : Vulnerable and Marginalized Groups Framework,2019-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/790341557833036015,http://documents.worldbank.org/curated/en/790341557833036015/pdf/Vulnerable-and-Marginalized-Groups-Framework.pdf
Kenya - Global Primary Education Development Project : Additional Financing : Environmental Assessment : Environmental and Social Management Framework,2019-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/524351558064211635,http://documents.worldbank.org/curated/en/524351558064211635/pdf/Environmental-and-Social-Management-Framework.pdf
Kenya - Informal Settlements Improvement Project : Resettlement Plan (Vol. 9 of 32) : Abbreviated Resettlement Action Plan for Hill School Informal Settlement in Uasin Gishu County,2019-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/785631621231761500,http://documents.worldbank.org/curated/en/785631621231761500/pdf/Abbreviated-Resettlement-Action-Plan-for-Hill-School-Informal-Settlement-in-Uasin-Gishu-County.pdf
,,,
FY2019 Kenya Country Opinion Survey Report,2019-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/713311573107450658,http://documents.worldbank.org/curated/en/713311573107450658/pdf/FY2019-Kenya-Country-Opinion-Survey-Report.pdf
Kenya - Informal Settlements Improvement Project : Resettlement Plan (Vol. 23 of 32) : Abbreviated Resettlement Action Plan for Maili Nne Informal Settlement in Uasin Gishu County,2019-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/301271621229165469,http://documents.worldbank.org/curated/en/301271621229165469/pdf/Abbreviated-Resettlement-Action-Plan-for-Maili-Nne-Informal-Settlement-in-Uasin-Gishu-County.pdf
Kenya - Global Primary Education Development Project : Additional Financing : Environmental Assessment : Environmental and Social Management Framework,2019-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/486681557313901013,http://documents.worldbank.org/curated/en/486681557313901013/pdf/Environmental-and-Social-Management-Framework.pdf
Unlocking Supply of Affordable Housing in Kenya : The Naivasha Prototype,2019-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/573321585887752524,http://documents.worldbank.org/curated/en/573321585887752524/pdf/Unlocking-Supply-of-Affordable-Housing-in-Kenya-The-Naivasha-Prototype.pdf
"Kenya - Informal Settlements Improvement Project : Resettlement Plan (Vol. 18 of 20) : Abbreviated Resettlement Action Plan for Swahili Informal Settlement, Kisumu County",2019-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/515431568287832287,http://documents.worldbank.org/curated/en/515431568287832287/pdf/Abbreviated-Resettlement-Action-Plan-for-Swahili-Informal-Settlement-Kisumu-County.pdf
"Kenya - Informal Settlements Improvement Project : Resettlement Plan (Vol. 7 of 8) : Resettlement Action Plan for Kisumu Ndogo Informal Settlement, Mombasa County",2019-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/132301568291014307,http://documents.worldbank.org/curated/en/132301568291014307/pdf/Resettlement-Action-Plan-for-Kisumu-Ndogo-Informal-Settlement-Mombasa-County.pdf
Kenya - Informal Settlements Improvement Project : Resettlement Plan (Vol. 2 of 5) : Kuinet Abbreviated Resettlement Action Plan,2019-05-01T04:00:00Z,http://documents.worldbank.org/curated/en/362031576069939011,http://documents.worldbank.org/curated/en/362031576069939011/pdf/Kuinet-Abbreviated-Resettlement-Action-Plan.pdf
Kenya - AFRICA- P152394- Transforming Health Systems for Universal Care - Procurement Plan,2019-04-30T04:00:00Z,http://documents.worldbank.org/curated/en/286061556610550416,http://documents.worldbank.org/curated/en/286061556610550416/pdf/Kenya-AFRICA-P152394-Transforming-Health-Systems-for-Universal-Care-Procurement-Plan.pdf
Kenya - AFRICA- P152394- Transforming Health Systems for Universal Care - Procurement Plan,2019-04-30T04:00:00Z,http://documents.worldbank.org/curated/en/931231556611284259,http://documents.worldbank.org/curated/en/931231556611284259/pdf/Kenya-AFRICA-P152394-Transforming-Health-Systems-for-Universal-Care-Procurement-Plan.pdf
Kenya Health Service Delivery Indicator : Survey 2018 Report,2019-04-30T04:00:00Z,http://documents.worldbank.org/curated/en/099430110062245298,http://documents.worldbank.org/curated/en/099430110062245298/pdf/IDU1b312d25b13d0a14c7f1b33c18786382b28ed.pdf
,,,
Kenya - Electricity Expansion Project : Second Progress Report on the Implementation of Management's Action Plan,2019-04-30T04:00:00Z,http://documents.worldbank.org/curated/en/127061566246491874,http://documents.worldbank.org/curated/en/127061566246491874/pdf/Kenya-Electricity-Expansion-Project-Second-Progress-Report-on-the-Implementation-of-Managements-Action-Plan.pdf
Kenya - AFRICA- P156634- Water and Sanitation Development Project - Procurement Plan,2019-04-29T04:00:00Z,http://documents.worldbank.org/curated/en/620591556558183731,http://documents.worldbank.org/curated/en/620591556558183731/pdf/Kenya-AFRICA-P156634-Water-and-Sanitation-Development-Project-Procurement-Plan.pdf
Kenya - Health Sector Support Project,2019-04-29T04:00:00Z,http://documents.worldbank.org/curated/en/538061557159183444,http://documents.worldbank.org/curated/en/538061557159183444/pdf/Kenya-Health-Sector-Support-Project.pdf
Kenya - Inclusive Growth and Fiscal Management Development Policy Financing Project,2019-04-29T04:00:00Z,http://documents.worldbank.org/curated/en/212131559354546962,http://documents.worldbank.org/curated/en/212131559354546962/pdf/Kenya-Inclusive-Growth-and-Fiscal-Management-Development-Policy-Financing-Project.pdf
Kenya - AFRICA- P152394- Transforming Health Systems for Universal Care - Procurement Plan,2019-04-26T04:00:00Z,http://documents.worldbank.org/curated/en/125671556294544105,http://documents.worldbank.org/curated/en/125671556294544105/pdf/Kenya-AFRICA-P152394-Transforming-Health-Systems-for-Universal-Care-Procurement-Plan.pdf
Disclosable Version of the ISR - Kenya GPE Primary Education Development Project - P146797 - Sequence No : 09,2019-04-25T04:00:00Z,http://documents.worldbank.org/curated/en/516131556174622048,http://documents.worldbank.org/curated/en/516131556174622048/pdf/Disclosable-Version-of-the-ISR-Kenya-GPE-Primary-Education-Development-Project-P146797-Sequence-No-09.pdf
Kenya - AFRICA- P113542- Kenya Informal Settlements Improvement Project (KISIP) - Procurement Plan,2019-04-24T04:00:00Z,http://documents.worldbank.org/curated/en/961881556098893546,http://documents.worldbank.org/curated/en/961881556098893546/pdf/Kenya-AFRICA-P113542-Kenya-Informal-Settlements-Improvement-Project-KISIP-Procurement-Plan.pdf
Kenya - AFRICA- P151816- Financial Sector Support Project. - Procurement Plan,2019-04-23T04:00:00Z,http://documents.worldbank.org/curated/en/654161556011053306,http://documents.worldbank.org/curated/en/654161556011053306/pdf/Kenya-AFRICA-P151816-Financial-Sector-Support-Project-Procurement-Plan.pdf
Kenya - AFRICA- P124109- Kenya Transport Sector Support Project - Procurement Plan,2019-04-19T04:00:00Z,http://documents.worldbank.org/curated/en/243791555657622436,http://documents.worldbank.org/curated/en/243791555657622436/pdf/Kenya-AFRICA-P124109-Kenya-Transport-Sector-Support-Project-Procurement-Plan.pdf
Kenya - AFRICA- P152394- Transforming Health Systems for Universal Care - Procurement Plan,2019-04-18T04:00:00Z,http://documents.worldbank.org/curated/en/341501555580202880,http://documents.worldbank.org/curated/en/341501555580202880/pdf/Kenya-AFRICA-P152394-Transforming-Health-Systems-for-Universal-Care-Procurement-Plan.pdf
,,,
Research digest newsletter Vol. 13 (No. 3),2019-04-17T04:00:00Z,http://documents.worldbank.org/curated/en/630091555524720254,http://documents.worldbank.org/curated/en/630091555524720254/pdf/Research-digest-newsletter-Vol-13-No-3.pdf
Kenya - Nairobi Metropolitan Services Improvement Project : Environmental Assessment (Vol. 38 of 41) : Environmental and Social Impact Assessment for the Construction of Tala Township Roads in Machakos County,2019-04-16T04:00:00Z,http://documents.worldbank.org/curated/en/971331558948236536,http://documents.worldbank.org/curated/en/971331558948236536/pdf/Environmental-and-Social-Impact-Assessment-for-the-Construction-of-Tala-Township-Roads-in-Machakos-County.pdf
Learning from Power Sector Reform : The Case of Kenya,2019-04-16T04:00:00Z,http://documents.worldbank.org/curated/en/451561555435655366,http://documents.worldbank.org/curated/en/451561555435655366/pdf/Learning-from-Power-Sector-Reform-The-Case-of-Kenya.pdf
Kenya - Electricity System Improvement Project : Resettlement Plan (Vol. 2 of 2) : Resettlement Policy Framework for Kenya Electricity Transmission Company,2019-04-15T04:00:00Z,http://documents.worldbank.org/curated/en/831361556521110031,http://documents.worldbank.org/curated/en/831361556521110031/pdf/Resettlement-Policy-Framework-for-Kenya-Electricity-Transmission-Company.pdf
Kenya - AFRICA- P156634- Water and Sanitation Development Project - Procurement Plan,2019-04-15T04:00:00Z,http://documents.worldbank.org/curated/en/163851555333704855,http://documents.worldbank.org/curated/en/163851555333704855/pdf/Kenya-AFRICA-P156634-Water-and-Sanitation-Development-Project-Procurement-Plan.pdf
Kenya - AFRICA- P107314- Nairobi Metropolitan Services Improvement Project - Procurement Plan,2019-04-12T04:00:00Z,http://documents.worldbank.org/curated/en/951791555086293307,http://documents.worldbank.org/curated/en/951791555086293307/pdf/Kenya-AFRICA-P107314-Nairobi-Metropolitan-Services-Improvement-Project-Procurement-Plan.pdf
